,Infinitive(eng),Infinitive(FI),examples,person,positive,negative
1205,steal,varastaa,you(plural/respectful) were walking,te,varastitte,ette varastaneet
1206,steal,varastaa,they were walking,he,varastivat,eivät varastaneet
1207,steal,varastaa,(passive) were walking,passiivi,varastettiin,ei varastettu
1208,steal,varastaa,I had walked,minä,olin varastanut,en ollut varastanut
1209,steal,varastaa,You had walked,sinä,olit varastanut,et ollut varastanut
1210,steal,varastaa,He/she had walked,hän,oli varastanut,ei ollut varastanut
1211,steal,varastaa,We had walked,me,olimme varastaneet,emme olleet varastaneet
1212,steal,varastaa,You(plural/repectful) had walked,te,olitte varastaneet,ette olleet varastaneet
1213,steal,varastaa,They had walked,he,olivat varastaneet,eivät olleet varastaneet
1214,steal,varastaa,(passive) had walked,passiivi,oli varastettu,ei ollut varastettu
1215,store,varastoida,I am walking,minä,varastoin,en varastoi
1216,store,varastoida,you are walking,sinä,varastoit,et varastoi
1217,store,varastoida,he/she is walking,hän,varastoi,ei varastoi
1218,store,varastoida,we are walking,me,varastoimme,emme varastoi
1219,store,varastoida,you(plural/respectful) are walking,te,varastoitte,ette varastoi
1220,store,varastoida,they are walking,he,varastoivat,eivät varastoi
1221,store,varastoida,(passive) walking,passiivi,varastoidaan,ei varastoida
1222,store,varastoida,I walked,minä,olen varastoinut,en ole varastoinut
1223,store,varastoida,You walked,sinä,olet varastoinut,et ole varastoinut
1224,store,varastoida,he/she walked,hän,on varastoinut,ei ole varastoinut
1225,store,varastoida,we walked,me,olemme varastoineet,emme ole varastoineet
1226,store,varastoida,you(plural/respectful) walked,te,olette varastoineet,ette ole varastoineet
1227,store,varastoida,they walked,he,ovat varastoineet,eivät ole varastoineet
1228,store,varastoida,(passive) walked,passiivi,on varastoitu,ei ole varastoitu
1229,store,varastoida,I was walking,minä,varastoin,en varastoinut
1230,store,varastoida,You were walking,sinä,varastoit,et varastoinut
1231,store,varastoida,he/she was walking,hän,varastoi,ei varastoinut
1232,store,varastoida,we were walking,me,varastoimme,emme varastoineet
1233,store,varastoida,you(plural/respectful) were walking,te,varastoitte,ette varastoineet
1234,store,varastoida,they were walking,he,varastoivat,eivät varastoineet
1235,store,varastoida,(passive) were walking,passiivi,varastoitiin,ei varastoitu
1236,store,varastoida,I had walked,minä,olin varastoinut,en ollut varastoinut
1237,store,varastoida,You had walked,sinä,olit varastoinut,et ollut varastoinut
1238,store,varastoida,He/she had walked,hän,oli varastoinut,ei ollut varastoinut
1239,store,varastoida,We had walked,me,olimme varastoineet,emme olleet varastoineet
1240,store,varastoida,You(plural/repectful) had walked,te,olitte varastoineet,ette olleet varastoineet
1241,store,varastoida,They had walked,he,olivat varastoineet,eivät olleet varastoineet
1242,store,varastoida,(passive) had walked,passiivi,oli varastoitu,ei ollut varastoitu
1243,do,varastoitua,,,,
1244,reserve,varata,I am walking,minä,varaan,en varaa
1245,reserve,varata,you are walking,sinä,varaat,et varaa
1246,reserve,varata,he/she is walking,hän,varaa,ei varaa
1247,reserve,varata,we are walking,me,varaamme,emme varaa
1248,reserve,varata,you(plural/respectful) are walking,te,varaatte,ette varaa
1249,reserve,varata,they are walking,he,varaavat,eivät varaa
1250,reserve,varata,(passive) walking,passiivi,varataan,ei varata
1251,reserve,varata,I walked,minä,olen varannut,en ole varannut
1252,reserve,varata,You walked,sinä,olet varannut,et ole varannut
1253,reserve,varata,he/she walked,hän,on varannut,ei ole varannut
1254,reserve,varata,we walked,me,olemme varanneet,emme ole varanneet
1255,reserve,varata,you(plural/respectful) walked,te,olette varanneet,ette ole varanneet
1256,reserve,varata,they walked,he,ovat varanneet,eivät ole varanneet
1257,reserve,varata,(passive) walked,passiivi,on varattu,ei ole varattu
1258,reserve,varata,I was walking,minä,varasin,en varannut
1259,reserve,varata,You were walking,sinä,varasit,et varannut
1260,reserve,varata,he/she was walking,hän,varasi,ei varannut
1261,reserve,varata,we were walking,me,varasimme,emme varanneet
1262,reserve,varata,you(plural/respectful) were walking,te,varasitte,ette varanneet
1263,reserve,varata,they were walking,he,varasivat,eivät varanneet
1264,reserve,varata,(passive) were walking,passiivi,varattiin,ei varattu
1265,reserve,varata,I had walked,minä,olin varannut,en ollut varannut
1266,reserve,varata,You had walked,sinä,olit varannut,et ollut varannut
1267,reserve,varata,He/she had walked,hän,oli varannut,ei ollut varannut
1268,reserve,varata,We had walked,me,olimme varanneet,emme olleet varanneet
1269,reserve,varata,You(plural/repectful) had walked,te,olitte varanneet,ette olleet varanneet
1270,reserve,varata,They had walked,he,olivat varanneet,eivät olleet varanneet
1271,reserve,varata,(passive) had walked,passiivi,oli varattu,ei ollut varattu
1272,prepare,varautua,I am walking,minä,varaudun,en varaudu
1273,prepare,varautua,you are walking,sinä,varaudut,et varaudu
1274,prepare,varautua,he/she is walking,hän,varautuu,ei varaudu
1275,prepare,varautua,we are walking,me,varaudumme,emme varaudu
1276,prepare,varautua,you(plural/respectful) are walking,te,varaudutte,ette varaudu
1277,prepare,varautua,they are walking,he,varautuvat,eivät varaudu
1278,prepare,varautua,(passive) walking,passiivi,varaudutaan,ei varauduta
1279,prepare,varautua,I walked,minä,olen varautunut,en ole varautunut
1280,prepare,varautua,You walked,sinä,olet varautunut,et ole varautunut
1281,prepare,varautua,he/she walked,hän,on varautunut,ei ole varautunut
1282,prepare,varautua,we walked,me,olemme varautuneet,emme ole varautuneet
1283,prepare,varautua,you(plural/respectful) walked,te,olette varautuneet,ette ole varautuneet
1284,prepare,varautua,they walked,he,ovat varautuneet,eivät ole varautuneet
1285,prepare,varautua,(passive) walked,passiivi,on varauduttu,ei ole varauduttu
1286,prepare,varautua,I was walking,minä,varauduin,en varautunut
1287,prepare,varautua,You were walking,sinä,varauduit,et varautunut
1288,prepare,varautua,he/she was walking,hän,varautui,ei varautunut
1289,prepare,varautua,we were walking,me,varauduimme,emme varautuneet
1290,prepare,varautua,you(plural/respectful) were walking,te,varauduitte,ette varautuneet
1291,prepare,varautua,they were walking,he,varautuivat,eivät varautuneet
1292,prepare,varautua,(passive) were walking,passiivi,varauduttiin,ei varauduttu
1293,prepare,varautua,I had walked,minä,olin varautunut,en ollut varautunut
1294,prepare,varautua,You had walked,sinä,olit varautunut,et ollut varautunut
1295,prepare,varautua,He/she had walked,hän,oli varautunut,ei ollut varautunut
1296,prepare,varautua,We had walked,me,olimme varautuneet,emme olleet varautuneet
1297,prepare,varautua,You(plural/repectful) had walked,te,olitte varautuneet,ette olleet varautuneet
1298,prepare,varautua,They had walked,he,olivat varautuneet,eivät olleet varautuneet
1299,prepare,varautua,(passive) had walked,passiivi,oli varauduttu,ei ollut varauduttu
1300,make earlier,varhentaa,,,,
1301,vary,varioida,,,,
1302,shed,varista,I am walking,minä,varisen,en varise
1303,shed,varista,you are walking,sinä,variset,et varise
1304,shed,varista,he/she is walking,hän,varisee,ei varise
1305,shed,varista,we are walking,me,varisemme,emme varise
1306,shed,varista,you(plural/respectful) are walking,te,varisette,ette varise
1307,shed,varista,they are walking,he,varisevat,eivät varise
1308,shed,varista,(passive) walking,passiivi,varistaan,ei varista
1309,shed,varista,I walked,minä,olen varissut,en ole varissut
1310,shed,varista,You walked,sinä,olet varissut,et ole varissut
1311,shed,varista,he/she walked,hän,on varissut,ei ole varissut
1312,shed,varista,we walked,me,olemme varisseet,emme ole varisseet
1313,shed,varista,you(plural/respectful) walked,te,olette varisseet,ette ole varisseet
1314,shed,varista,they walked,he,ovat varisseet,eivät ole varisseet
1315,shed,varista,(passive) walked,passiivi,on varistu,ei ole varistu
1316,shed,varista,I was walking,minä,varisin,en varissut
1317,shed,varista,You were walking,sinä,varisit,et varissut
1318,shed,varista,he/she was walking,hän,varisi,ei varissut
1319,shed,varista,we were walking,me,varisimme,emme varisseet
1320,shed,varista,you(plural/respectful) were walking,te,varisitte,ette varisseet
1321,shed,varista,they were walking,he,varisivat,eivät varisseet
1322,shed,varista,(passive) were walking,passiivi,varistiin,ei varistu
1323,shed,varista,I had walked,minä,olin varissut,en ollut varissut
1324,shed,varista,You had walked,sinä,olit varissut,et ollut varissut
1325,shed,varista,He/she had walked,hän,oli varissut,ei ollut varissut
1326,shed,varista,We had walked,me,olimme varisseet,emme olleet varisseet
1327,shed,varista,You(plural/repectful) had walked,te,olitte varisseet,ette olleet varisseet
1328,shed,varista,They had walked,he,olivat varisseet,eivät olleet varisseet
1329,shed,varista,(passive) had walked,passiivi,oli varistu,ei ollut varistu
1330,shed,varistaa,I am walking,minä,varistan,en varista
1331,shed,varistaa,you are walking,sinä,varistat,et varista
1332,shed,varistaa,he/she is walking,hän,varistaa,ei varista
1333,shed,varistaa,we are walking,me,varistamme,emme varista
1334,shed,varistaa,you(plural/respectful) are walking,te,varistatte,ette varista
1335,shed,varistaa,they are walking,he,varistavat,eivät varista
1336,shed,varistaa,(passive) walking,passiivi,varistetaan,ei varisteta
1337,shed,varistaa,I walked,minä,olen varistanut,en ole varistanut
1338,shed,varistaa,You walked,sinä,olet varistanut,et ole varistanut
1339,shed,varistaa,he/she walked,hän,on varistanut,ei ole varistanut
1340,shed,varistaa,we walked,me,olemme varistaneet,emme ole varistaneet
1341,shed,varistaa,you(plural/respectful) walked,te,olette varistaneet,ette ole varistaneet
1342,shed,varistaa,they walked,he,ovat varistaneet,eivät ole varistaneet
1343,shed,varistaa,(passive) walked,passiivi,on varistettu,ei ole varistettu
1344,shed,varistaa,I was walking,minä,varistin,en varistanut
1345,shed,varistaa,You were walking,sinä,varistit,et varistanut
1346,shed,varistaa,he/she was walking,hän,varisti,ei varistanut
1347,shed,varistaa,we were walking,me,varistimme,emme varistaneet
1348,shed,varistaa,you(plural/respectful) were walking,te,varistitte,ette varistaneet
1349,shed,varistaa,they were walking,he,varistivat,eivät varistaneet
1350,shed,varistaa,(passive) were walking,passiivi,varistettiin,ei varistettu
1351,shed,varistaa,I had walked,minä,olin varistanut,en ollut varistanut
1352,shed,varistaa,You had walked,sinä,olit varistanut,et ollut varistanut
1353,shed,varistaa,He/she had walked,hän,oli varistanut,ei ollut varistanut
1354,shed,varistaa,We had walked,me,olimme varistaneet,emme olleet varistaneet
1355,shed,varistaa,You(plural/repectful) had walked,te,olitte varistaneet,ette olleet varistaneet
1356,shed,varistaa,They had walked,he,olivat varistaneet,eivät olleet varistaneet
1357,shed,varistaa,(passive) had walked,passiivi,oli varistettu,ei ollut varistettu
1358,protect,varjella,I am walking,minä,varjelen,en varjele
1359,protect,varjella,you are walking,sinä,varjelet,et varjele
1360,protect,varjella,he/she is walking,hän,varjelee,ei varjele
1361,protect,varjella,we are walking,me,varjelemme,emme varjele
1362,protect,varjella,you(plural/respectful) are walking,te,varjelette,ette varjele
1363,protect,varjella,they are walking,he,varjelevat,eivät varjele
1364,protect,varjella,(passive) walking,passiivi,varjellaan,ei varjella
1365,protect,varjella,I walked,minä,olen varjellut,en ole varjellut
1366,protect,varjella,You walked,sinä,olet varjellut,et ole varjellut
1367,protect,varjella,he/she walked,hän,on varjellut,ei ole varjellut
1368,protect,varjella,we walked,me,olemme varjelleet,emme ole varjelleet
1369,protect,varjella,you(plural/respectful) walked,te,olette varjelleet,ette ole varjelleet
1370,protect,varjella,they walked,he,ovat varjelleet,eivät ole varjelleet
1371,protect,varjella,(passive) walked,passiivi,on varjeltu,ei ole varjeltu
1372,protect,varjella,I was walking,minä,varjelin,en varjellut
1373,protect,varjella,You were walking,sinä,varjelit,et varjellut
1374,protect,varjella,he/she was walking,hän,varjeli,ei varjellut
1375,protect,varjella,we were walking,me,varjelimme,emme varjelleet
1376,protect,varjella,you(plural/respectful) were walking,te,varjelitte,ette varjelleet
1377,protect,varjella,they were walking,he,varjelivat,eivät varjelleet
1378,protect,varjella,(passive) were walking,passiivi,varjeltiin,ei varjeltu
1379,protect,varjella,I had walked,minä,olin varjellut,en ollut varjellut
1380,protect,varjella,You had walked,sinä,olit varjellut,et ollut varjellut
1381,protect,varjella,He/she had walked,hän,oli varjellut,ei ollut varjellut
1382,protect,varjella,We had walked,me,olimme varjelleet,emme olleet varjelleet
1383,protect,varjella,You(plural/repectful) had walked,te,olitte varjelleet,ette olleet varjelleet
1384,protect,varjella,They had walked,he,olivat varjelleet,eivät olleet varjelleet
1385,protect,varjella,(passive) had walked,passiivi,oli varjeltu,ei ollut varjeltu
1386,shadowbox,varjonyrkkeillä,,,,
1387,shade,varjostaa,I am walking,minä,varjostan,en varjosta
1388,shade,varjostaa,you are walking,sinä,varjostat,et varjosta
1389,shade,varjostaa,he/she is walking,hän,varjostaa,ei varjosta
1390,shade,varjostaa,we are walking,me,varjostamme,emme varjosta
1391,shade,varjostaa,you(plural/respectful) are walking,te,varjostatte,ette varjosta
1392,shade,varjostaa,they are walking,he,varjostavat,eivät varjosta
1393,shade,varjostaa,(passive) walking,passiivi,varjostetaan,ei varjosteta
1394,shade,varjostaa,I walked,minä,olen varjostanut,en ole varjostanut
1395,shade,varjostaa,You walked,sinä,olet varjostanut,et ole varjostanut
1396,shade,varjostaa,he/she walked,hän,on varjostanut,ei ole varjostanut
1397,shade,varjostaa,we walked,me,olemme varjostaneet,emme ole varjostaneet
1398,shade,varjostaa,you(plural/respectful) walked,te,olette varjostaneet,ette ole varjostaneet
1399,shade,varjostaa,they walked,he,ovat varjostaneet,eivät ole varjostaneet
1400,shade,varjostaa,(passive) walked,passiivi,on varjostettu,ei ole varjostettu
1401,shade,varjostaa,I was walking,minä,varjostin,en varjostanut
1402,shade,varjostaa,You were walking,sinä,varjostit,et varjostanut
1403,shade,varjostaa,he/she was walking,hän,varjosti,ei varjostanut
1404,shade,varjostaa,we were walking,me,varjostimme,emme varjostaneet
1405,shade,varjostaa,you(plural/respectful) were walking,te,varjostitte,ette varjostaneet
1406,shade,varjostaa,they were walking,he,varjostivat,eivät varjostaneet
1407,shade,varjostaa,(passive) were walking,passiivi,varjostettiin,ei varjostettu
1408,shade,varjostaa,I had walked,minä,olin varjostanut,en ollut varjostanut
1409,shade,varjostaa,You had walked,sinä,olit varjostanut,et ollut varjostanut
1410,shade,varjostaa,He/she had walked,hän,oli varjostanut,ei ollut varjostanut
1411,shade,varjostaa,We had walked,me,olimme varjostaneet,emme olleet varjostaneet
1412,shade,varjostaa,You(plural/repectful) had walked,te,olitte varjostaneet,ette olleet varjostaneet
1413,shade,varjostaa,They had walked,he,olivat varjostaneet,eivät olleet varjostaneet
1414,shade,varjostaa,(passive) had walked,passiivi,oli varjostettu,ei ollut varjostettu
1415,do,varjota,,,,
1416,confirm,varmentaa,,,,
1417,do,varmeta,,,,
1418,make sure,varmistaa,I am walking,minä,varmistan,en varmista
1419,make sure,varmistaa,you are walking,sinä,varmistat,et varmista
1420,make sure,varmistaa,he/she is walking,hän,varmistaa,ei varmista
1421,make sure,varmistaa,we are walking,me,varmistamme,emme varmista
1422,make sure,varmistaa,you(plural/respectful) are walking,te,varmistatte,ette varmista
1423,make sure,varmistaa,they are walking,he,varmistavat,eivät varmista
1424,make sure,varmistaa,(passive) walking,passiivi,varmistetaan,ei varmisteta
1425,make sure,varmistaa,I walked,minä,olen varmistanut,en ole varmistanut
1426,make sure,varmistaa,You walked,sinä,olet varmistanut,et ole varmistanut
1427,make sure,varmistaa,he/she walked,hän,on varmistanut,ei ole varmistanut
1428,make sure,varmistaa,we walked,me,olemme varmistaneet,emme ole varmistaneet
1429,make sure,varmistaa,you(plural/respectful) walked,te,olette varmistaneet,ette ole varmistaneet
1430,make sure,varmistaa,they walked,he,ovat varmistaneet,eivät ole varmistaneet
1431,make sure,varmistaa,(passive) walked,passiivi,on varmistettu,ei ole varmistettu
1432,make sure,varmistaa,I was walking,minä,varmistin,en varmistanut
1433,make sure,varmistaa,You were walking,sinä,varmistit,et varmistanut
1434,make sure,varmistaa,he/she was walking,hän,varmisti,ei varmistanut
1435,make sure,varmistaa,we were walking,me,varmistimme,emme varmistaneet
1436,make sure,varmistaa,you(plural/respectful) were walking,te,varmistitte,ette varmistaneet
1437,make sure,varmistaa,they were walking,he,varmistivat,eivät varmistaneet
1438,make sure,varmistaa,(passive) were walking,passiivi,varmistettiin,ei varmistettu
1439,make sure,varmistaa,I had walked,minä,olin varmistanut,en ollut varmistanut
1440,make sure,varmistaa,You had walked,sinä,olit varmistanut,et ollut varmistanut
1441,make sure,varmistaa,He/she had walked,hän,oli varmistanut,ei ollut varmistanut
1442,make sure,varmistaa,We had walked,me,olimme varmistaneet,emme olleet varmistaneet
1443,make sure,varmistaa,You(plural/repectful) had walked,te,olitte varmistaneet,ette olleet varmistaneet
1444,make sure,varmistaa,They had walked,he,olivat varmistaneet,eivät olleet varmistaneet
1445,make sure,varmistaa,(passive) had walked,passiivi,oli varmistettu,ei ollut varmistettu
1446,make sure,varmistautua,,,,
1447,make sure,varmistua,I am walking,minä,varmistun,en varmistu
1448,make sure,varmistua,you are walking,sinä,varmistut,et varmistu
1449,make sure,varmistua,he/she is walking,hän,varmistuu,ei varmistu
1450,make sure,varmistua,we are walking,me,varmistumme,emme varmistu
1451,make sure,varmistua,you(plural/respectful) are walking,te,varmistutte,ette varmistu
1452,make sure,varmistua,they are walking,he,varmistuvat,eivät varmistu
1453,make sure,varmistua,(passive) walking,passiivi,varmistutaan,ei varmistuta
1454,make sure,varmistua,I walked,minä,olen varmistunut,en ole varmistunut
1455,make sure,varmistua,You walked,sinä,olet varmistunut,et ole varmistunut
1456,make sure,varmistua,he/she walked,hän,on varmistunut,ei ole varmistunut
1457,make sure,varmistua,we walked,me,olemme varmistuneet,emme ole varmistuneet
1458,make sure,varmistua,you(plural/respectful) walked,te,olette varmistuneet,ette ole varmistuneet
1459,make sure,varmistua,they walked,he,ovat varmistuneet,eivät ole varmistuneet
1460,make sure,varmistua,(passive) walked,passiivi,on varmistuttu,ei ole varmistuttu
1461,make sure,varmistua,I was walking,minä,varmistuin,en varmistunut
1462,make sure,varmistua,You were walking,sinä,varmistuit,et varmistunut
1463,make sure,varmistua,he/she was walking,hän,varmistui,ei varmistunut
1464,make sure,varmistua,we were walking,me,varmistuimme,emme varmistuneet
1465,make sure,varmistua,you(plural/respectful) were walking,te,varmistuitte,ette varmistuneet
1466,make sure,varmistua,they were walking,he,varmistuivat,eivät varmistuneet
1467,make sure,varmistua,(passive) were walking,passiivi,varmistuttiin,ei varmistuttu
1468,make sure,varmistua,I had walked,minä,olin varmistunut,en ollut varmistunut
1469,make sure,varmistua,You had walked,sinä,olit varmistunut,et ollut varmistunut
1470,make sure,varmistua,He/she had walked,hän,oli varmistunut,ei ollut varmistunut
1471,make sure,varmistua,We had walked,me,olimme varmistuneet,emme olleet varmistuneet
1472,make sure,varmistua,You(plural/repectful) had walked,te,olitte varmistuneet,ette olleet varmistuneet
1473,make sure,varmistua,They had walked,he,olivat varmistuneet,eivät olleet varmistuneet
1474,make sure,varmistua,(passive) had walked,passiivi,oli varmistuttu,ei ollut varmistuttu
1475,be careful withof,varoa,I am walking,minä,varon,en varo
1476,be careful withof,varoa,you are walking,sinä,varot,et varo
1477,be careful withof,varoa,he/she is walking,hän,varoo,ei varo
1478,be careful withof,varoa,we are walking,me,varomme,emme varo
1479,be careful withof,varoa,you(plural/respectful) are walking,te,varotte,ette varo
1480,be careful withof,varoa,they are walking,he,varovat,eivät varo
1481,be careful withof,varoa,(passive) walking,passiivi,varotaan,ei varota
1482,be careful withof,varoa,I walked,minä,olen varonut,en ole varonut
1483,be careful withof,varoa,You walked,sinä,olet varonut,et ole varonut
1484,be careful withof,varoa,he/she walked,hän,on varonut,ei ole varonut
1485,be careful withof,varoa,we walked,me,olemme varoneet,emme ole varoneet
1486,be careful withof,varoa,you(plural/respectful) walked,te,olette varoneet,ette ole varoneet
1487,be careful withof,varoa,they walked,he,ovat varoneet,eivät ole varoneet
1488,be careful withof,varoa,(passive) walked,passiivi,on varottu,ei ole varottu
1489,be careful withof,varoa,I was walking,minä,varoin,en varonut
1490,be careful withof,varoa,You were walking,sinä,varoit,et varonut
1491,be careful withof,varoa,he/she was walking,hän,varoi,ei varonut
1492,be careful withof,varoa,we were walking,me,varoimme,emme varoneet
1493,be careful withof,varoa,you(plural/respectful) were walking,te,varoitte,ette varoneet
1494,be careful withof,varoa,they were walking,he,varoivat,eivät varoneet
1495,be careful withof,varoa,(passive) were walking,passiivi,varottiin,ei varottu
1496,be careful withof,varoa,I had walked,minä,olin varonut,en ollut varonut
1497,be careful withof,varoa,You had walked,sinä,olit varonut,et ollut varonut
1498,be careful withof,varoa,He/she had walked,hän,oli varonut,ei ollut varonut
1499,be careful withof,varoa,We had walked,me,olimme varoneet,emme olleet varoneet
1500,be careful withof,varoa,You(plural/repectful) had walked,te,olitte varoneet,ette olleet varoneet
1501,be careful withof,varoa,They had walked,he,olivat varoneet,eivät olleet varoneet
1502,be careful withof,varoa,(passive) had walked,passiivi,oli varottu,ei ollut varottu
1503,warn,varoitella,,,,
1504,warn,varoittaa,I am walking,minä,varoitan,en varoita
1505,warn,varoittaa,you are walking,sinä,varoitat,et varoita
1506,warn,varoittaa,he/she is walking,hän,varoittaa,ei varoita
1507,warn,varoittaa,we are walking,me,varoitamme,emme varoita
1508,warn,varoittaa,you(plural/respectful) are walking,te,varoitatte,ette varoita
1509,warn,varoittaa,they are walking,he,varoittavat,eivät varoita
1510,warn,varoittaa,(passive) walking,passiivi,varoitetaan,ei varoiteta
1511,warn,varoittaa,I walked,minä,olen varoittanut,en ole varoittanut
1512,warn,varoittaa,You walked,sinä,olet varoittanut,et ole varoittanut
1513,warn,varoittaa,he/she walked,hän,on varoittanut,ei ole varoittanut
1514,warn,varoittaa,we walked,me,olemme varoittaneet,emme ole varoittaneet
1515,warn,varoittaa,you(plural/respectful) walked,te,olette varoittaneet,ette ole varoittaneet
1516,warn,varoittaa,they walked,he,ovat varoittaneet,eivät ole varoittaneet
1517,warn,varoittaa,(passive) walked,passiivi,on varoitettu,ei ole varoitettu
1518,warn,varoittaa,I was walking,minä,varoitin,en varoittanut
1519,warn,varoittaa,You were walking,sinä,varoitit,et varoittanut
1520,warn,varoittaa,he/she was walking,hän,varoitti,ei varoittanut
1521,warn,varoittaa,we were walking,me,varoitimme,emme varoittaneet
1522,warn,varoittaa,you(plural/respectful) were walking,te,varoititte,ette varoittaneet
1523,warn,varoittaa,they were walking,he,varoittivat,eivät varoittaneet
1524,warn,varoittaa,(passive) were walking,passiivi,varoitettiin,ei varoitettu
1525,warn,varoittaa,I had walked,minä,olin varoittanut,en ollut varoittanut
1526,warn,varoittaa,You had walked,sinä,olit varoittanut,et ollut varoittanut
1527,warn,varoittaa,He/she had walked,hän,oli varoittanut,ei ollut varoittanut
1528,warn,varoittaa,We had walked,me,olimme varoittaneet,emme olleet varoittaneet
1529,warn,varoittaa,You(plural/repectful) had walked,te,olitte varoittaneet,ette olleet varoittaneet
1530,warn,varoittaa,They had walked,he,olivat varoittaneet,eivät olleet varoittaneet
1531,warn,varoittaa,(passive) had walked,passiivi,oli varoitettu,ei ollut varoitettu
1532,skewer,varrastaa,I am walking,minä,varrastan,en varrasta
1533,skewer,varrastaa,you are walking,sinä,varrastat,et varrasta
1534,skewer,varrastaa,he/she is walking,hän,varrastaa,ei varrasta
1535,skewer,varrastaa,we are walking,me,varrastamme,emme varrasta
1536,skewer,varrastaa,you(plural/respectful) are walking,te,varrastatte,ette varrasta
1537,skewer,varrastaa,they are walking,he,varrastavat,eivät varrasta
1538,skewer,varrastaa,(passive) walking,passiivi,varrastetaan,ei varrasteta
1539,skewer,varrastaa,I walked,minä,olen varrastanut,en ole varrastanut
1540,skewer,varrastaa,You walked,sinä,olet varrastanut,et ole varrastanut
1541,skewer,varrastaa,he/she walked,hän,on varrastanut,ei ole varrastanut
1542,skewer,varrastaa,we walked,me,olemme varrastaneet,emme ole varrastaneet
1543,skewer,varrastaa,you(plural/respectful) walked,te,olette varrastaneet,ette ole varrastaneet
1544,skewer,varrastaa,they walked,he,ovat varrastaneet,eivät ole varrastaneet
1545,skewer,varrastaa,(passive) walked,passiivi,on varrastettu,ei ole varrastettu
1546,skewer,varrastaa,I was walking,minä,varrastin,en varrastanut
1547,skewer,varrastaa,You were walking,sinä,varrastit,et varrastanut
1548,skewer,varrastaa,he/she was walking,hän,varrasti,ei varrastanut
1549,skewer,varrastaa,we were walking,me,varrastimme,emme varrastaneet
1550,skewer,varrastaa,you(plural/respectful) were walking,te,varrastitte,ette varrastaneet
1551,skewer,varrastaa,they were walking,he,varrastivat,eivät varrastaneet
1552,skewer,varrastaa,(passive) were walking,passiivi,varrastettiin,ei varrastettu
1553,skewer,varrastaa,I had walked,minä,olin varrastanut,en ollut varrastanut
1554,skewer,varrastaa,You had walked,sinä,olit varrastanut,et ollut varrastanut
1555,skewer,varrastaa,He/she had walked,hän,oli varrastanut,ei ollut varrastanut
1556,skewer,varrastaa,We had walked,me,olimme varrastaneet,emme olleet varrastaneet
1557,skewer,varrastaa,You(plural/repectful) had walked,te,olitte varrastaneet,ette olleet varrastaneet
1558,skewer,varrastaa,They had walked,he,olivat varrastaneet,eivät olleet varrastaneet
1559,skewer,varrastaa,(passive) had walked,passiivi,oli varrastettu,ei ollut varrastettu
1560,graft,varrentaa,,,,
1561,wait for,varrota,,,,
1562,foal,varsoa,I am walking,minä,varson,en varso
1563,foal,varsoa,you are walking,sinä,varsot,et varso
1564,foal,varsoa,he/she is walking,hän,varsoo,ei varso
1565,foal,varsoa,we are walking,me,varsomme,emme varso
1566,foal,varsoa,you(plural/respectful) are walking,te,varsotte,ette varso
1567,foal,varsoa,they are walking,he,varsovat,eivät varso
1568,foal,varsoa,(passive) walking,passiivi,varsotaan,ei varsota
1569,foal,varsoa,I walked,minä,olen varsonut,en ole varsonut
1570,foal,varsoa,You walked,sinä,olet varsonut,et ole varsonut
1571,foal,varsoa,he/she walked,hän,on varsonut,ei ole varsonut
1572,foal,varsoa,we walked,me,olemme varsoneet,emme ole varsoneet
1573,foal,varsoa,you(plural/respectful) walked,te,olette varsoneet,ette ole varsoneet
1574,foal,varsoa,they walked,he,ovat varsoneet,eivät ole varsoneet
1575,foal,varsoa,(passive) walked,passiivi,on varsottu,ei ole varsottu
1576,foal,varsoa,I was walking,minä,varsoin,en varsonut
1577,foal,varsoa,You were walking,sinä,varsoit,et varsonut
1578,foal,varsoa,he/she was walking,hän,varsoi,ei varsonut
1579,foal,varsoa,we were walking,me,varsoimme,emme varsoneet
1580,foal,varsoa,you(plural/respectful) were walking,te,varsoitte,ette varsoneet
1581,foal,varsoa,they were walking,he,varsoivat,eivät varsoneet
1582,foal,varsoa,(passive) were walking,passiivi,varsottiin,ei varsottu
1583,foal,varsoa,I had walked,minä,olin varsonut,en ollut varsonut
1584,foal,varsoa,You had walked,sinä,olit varsonut,et ollut varsonut
1585,foal,varsoa,He/she had walked,hän,oli varsonut,ei ollut varsonut
1586,foal,varsoa,We had walked,me,olimme varsoneet,emme olleet varsoneet
1587,foal,varsoa,You(plural/repectful) had walked,te,olitte varsoneet,ette olleet varsoneet
1588,foal,varsoa,They had walked,he,olivat varsoneet,eivät olleet varsoneet
1589,foal,varsoa,(passive) had walked,passiivi,oli varsottu,ei ollut varsottu
1590,do,varteenottaa,,,,
1591,guard,vartioida,I am walking,minä,vartioin,en vartioi
1592,guard,vartioida,you are walking,sinä,vartioit,et vartioi
1593,guard,vartioida,he/she is walking,hän,vartioi,ei vartioi
1594,guard,vartioida,we are walking,me,vartioimme,emme vartioi
1595,guard,vartioida,you(plural/respectful) are walking,te,vartioitte,ette vartioi
1596,guard,vartioida,they are walking,he,vartioivat,eivät vartioi
1597,guard,vartioida,(passive) walking,passiivi,vartioidaan,ei vartioida
1598,guard,vartioida,I walked,minä,olen vartioinut,en ole vartioinut
1599,guard,vartioida,You walked,sinä,olet vartioinut,et ole vartioinut
