,Infinitive(eng),Infinitive(FI),examples,person,positive,negative
1622,discard,raakata,(passive) were walking,passiivi,raakattiin,ei raakattu
1623,discard,raakata,I had walked,minä,olin raakannut,en ollut raakannut
1624,discard,raakata,You had walked,sinä,olit raakannut,et ollut raakannut
1625,discard,raakata,He/she had walked,hän,oli raakannut,ei ollut raakannut
1626,discard,raakata,We had walked,me,olimme raakanneet,emme olleet raakanneet
1627,discard,raakata,You(plural/repectful) had walked,te,olitte raakanneet,ette olleet raakanneet
1628,discard,raakata,They had walked,he,olivat raakanneet,eivät olleet raakanneet
1629,discard,raakata,(passive) had walked,passiivi,oli raakattu,ei ollut raakattu
1630,caw,raakkua,I am walking,minä,raakun,en raaku
1631,caw,raakkua,you are walking,sinä,raakut,et raaku
1632,caw,raakkua,he/she is walking,hän,raakkuu,ei raaku
1633,caw,raakkua,we are walking,me,raakumme,emme raaku
1634,caw,raakkua,you(plural/respectful) are walking,te,raakutte,ette raaku
1635,caw,raakkua,they are walking,he,raakkuvat,eivät raaku
1636,caw,raakkua,(passive) walking,passiivi,raakutaan,ei raakuta
1637,caw,raakkua,I walked,minä,olen raakkunut,en ole raakkunut
1638,caw,raakkua,You walked,sinä,olet raakkunut,et ole raakkunut
1639,caw,raakkua,he/she walked,hän,on raakkunut,ei ole raakkunut
1640,caw,raakkua,we walked,me,olemme raakkuneet,emme ole raakkuneet
1641,caw,raakkua,you(plural/respectful) walked,te,olette raakkuneet,ette ole raakkuneet
1642,caw,raakkua,they walked,he,ovat raakkuneet,eivät ole raakkuneet
1643,caw,raakkua,(passive) walked,passiivi,on raakuttu,ei ole raakuttu
1644,caw,raakkua,I was walking,minä,raakuin,en raakkunut
1645,caw,raakkua,You were walking,sinä,raakuit,et raakkunut
1646,caw,raakkua,he/she was walking,hän,raakkui,ei raakkunut
1647,caw,raakkua,we were walking,me,raakuimme,emme raakkuneet
1648,caw,raakkua,you(plural/respectful) were walking,te,raakuitte,ette raakkuneet
1649,caw,raakkua,they were walking,he,raakkuivat,eivät raakkuneet
1650,caw,raakkua,(passive) were walking,passiivi,raakuttiin,ei raakuttu
1651,caw,raakkua,I had walked,minä,olin raakkunut,en ollut raakkunut
1652,caw,raakkua,You had walked,sinä,olit raakkunut,et ollut raakkunut
1653,caw,raakkua,He/she had walked,hän,oli raakkunut,ei ollut raakkunut
1654,caw,raakkua,We had walked,me,olimme raakkuneet,emme olleet raakkuneet
1655,caw,raakkua,You(plural/repectful) had walked,te,olitte raakkuneet,ette olleet raakkuneet
1656,caw,raakkua,They had walked,he,olivat raakkuneet,eivät olleet raakkuneet
1657,caw,raakkua,(passive) had walked,passiivi,oli raakuttu,ei ollut raakuttu
1658,do,raakua,I am walking,minä,raaun,en raau
1659,do,raakua,you are walking,sinä,raaut,et raau
1660,do,raakua,he/she is walking,hän,raakuu,ei raau
1661,do,raakua,we are walking,me,raaumme,emme raau
1662,do,raakua,you(plural/respectful) are walking,te,raautte,ette raau
1663,do,raakua,they are walking,he,raakuvat,eivät raau
1664,do,raakua,(passive) walking,passiivi,raautaan,ei raauta
1665,do,raakua,I walked,minä,olen raakunut,en ole raakunut
1666,do,raakua,You walked,sinä,olet raakunut,et ole raakunut
1667,do,raakua,he/she walked,hän,on raakunut,ei ole raakunut
1668,do,raakua,we walked,me,olemme raakuneet,emme ole raakuneet
1669,do,raakua,you(plural/respectful) walked,te,olette raakuneet,ette ole raakuneet
1670,do,raakua,they walked,he,ovat raakuneet,eivät ole raakuneet
1671,do,raakua,(passive) walked,passiivi,on raauttu,ei ole raauttu
1672,do,raakua,I was walking,minä,raauin,en raakunut
1673,do,raakua,You were walking,sinä,raauit,et raakunut
1674,do,raakua,he/she was walking,hän,raakui,ei raakunut
1675,do,raakua,we were walking,me,raauimme,emme raakuneet
1676,do,raakua,you(plural/respectful) were walking,te,raauitte,ette raakuneet
1677,do,raakua,they were walking,he,raakuivat,eivät raakuneet
1678,do,raakua,(passive) were walking,passiivi,raauttiin,ei raauttu
1679,do,raakua,I had walked,minä,olin raakunut,en ollut raakunut
1680,do,raakua,You had walked,sinä,olit raakunut,et ollut raakunut
1681,do,raakua,He/she had walked,hän,oli raakunut,ei ollut raakunut
1682,do,raakua,We had walked,me,olimme raakuneet,emme olleet raakuneet
1683,do,raakua,You(plural/repectful) had walked,te,olitte raakuneet,ette olleet raakuneet
1684,do,raakua,They had walked,he,olivat raakuneet,eivät olleet raakuneet
1685,do,raakua,(passive) had walked,passiivi,oli raauttu,ei ollut raauttu
1686,scratch,raapaista,I am walking,minä,raapaisen,en raapaise
1687,scratch,raapaista,you are walking,sinä,raapaiset,et raapaise
1688,scratch,raapaista,he/she is walking,hän,raapaisee,ei raapaise
1689,scratch,raapaista,we are walking,me,raapaisemme,emme raapaise
1690,scratch,raapaista,you(plural/respectful) are walking,te,raapaisette,ette raapaise
1691,scratch,raapaista,they are walking,he,raapaisevat,eivät raapaise
1692,scratch,raapaista,(passive) walking,passiivi,raapaistaan,ei raapaista
1693,scratch,raapaista,I walked,minä,olen raapaissut,en ole raapaissut
1694,scratch,raapaista,You walked,sinä,olet raapaissut,et ole raapaissut
1695,scratch,raapaista,he/she walked,hän,on raapaissut,ei ole raapaissut
1696,scratch,raapaista,we walked,me,olemme raapaisseet,emme ole raapaisseet
1697,scratch,raapaista,you(plural/respectful) walked,te,olette raapaisseet,ette ole raapaisseet
1698,scratch,raapaista,they walked,he,ovat raapaisseet,eivät ole raapaisseet
1699,scratch,raapaista,(passive) walked,passiivi,on raapaistu,ei ole raapaistu
1700,scratch,raapaista,I was walking,minä,raapaisin,en raapaissut
1701,scratch,raapaista,You were walking,sinä,raapaisit,et raapaissut
1702,scratch,raapaista,he/she was walking,hän,raapaisi,ei raapaissut
1703,scratch,raapaista,we were walking,me,raapaisimme,emme raapaisseet
1704,scratch,raapaista,you(plural/respectful) were walking,te,raapaisitte,ette raapaisseet
1705,scratch,raapaista,they were walking,he,raapaisivat,eivät raapaisseet
1706,scratch,raapaista,(passive) were walking,passiivi,raapaistiin,ei raapaistu
1707,scratch,raapaista,I had walked,minä,olin raapaissut,en ollut raapaissut
1708,scratch,raapaista,You had walked,sinä,olit raapaissut,et ollut raapaissut
1709,scratch,raapaista,He/she had walked,hän,oli raapaissut,ei ollut raapaissut
1710,scratch,raapaista,We had walked,me,olimme raapaisseet,emme olleet raapaisseet
1711,scratch,raapaista,You(plural/repectful) had walked,te,olitte raapaisseet,ette olleet raapaisseet
1712,scratch,raapaista,They had walked,he,olivat raapaisseet,eivät olleet raapaisseet
1713,scratch,raapaista,(passive) had walked,passiivi,oli raapaistu,ei ollut raapaistu
1714,scratch,raapia,I am walking,minä,raavin,en raavi
1715,scratch,raapia,you are walking,sinä,raavit,et raavi
1716,scratch,raapia,he/she is walking,hän,raapii,ei raavi
1717,scratch,raapia,we are walking,me,raavimme,emme raavi
1718,scratch,raapia,you(plural/respectful) are walking,te,raavitte,ette raavi
1719,scratch,raapia,they are walking,he,raapivat,eivät raavi
1720,scratch,raapia,(passive) walking,passiivi,raavitaan,ei raavita
1721,scratch,raapia,I walked,minä,olen raapinut,en ole raapinut
1722,scratch,raapia,You walked,sinä,olet raapinut,et ole raapinut
1723,scratch,raapia,he/she walked,hän,on raapinut,ei ole raapinut
1724,scratch,raapia,we walked,me,olemme raapineet,emme ole raapineet
1725,scratch,raapia,you(plural/respectful) walked,te,olette raapineet,ette ole raapineet
1726,scratch,raapia,they walked,he,ovat raapineet,eivät ole raapineet
1727,scratch,raapia,(passive) walked,passiivi,on raavittu,ei ole raavittu
1728,scratch,raapia,I was walking,minä,raavin,en raapinut
1729,scratch,raapia,You were walking,sinä,raavit,et raapinut
1730,scratch,raapia,he/she was walking,hän,raapi,ei raapinut
1731,scratch,raapia,we were walking,me,raavimme,emme raapineet
1732,scratch,raapia,you(plural/respectful) were walking,te,raavitte,ette raapineet
1733,scratch,raapia,they were walking,he,raapivat,eivät raapineet
1734,scratch,raapia,(passive) were walking,passiivi,raavittiin,ei raavittu
1735,scratch,raapia,I had walked,minä,olin raapinut,en ollut raapinut
1736,scratch,raapia,You had walked,sinä,olit raapinut,et ollut raapinut
1737,scratch,raapia,He/she had walked,hän,oli raapinut,ei ollut raapinut
1738,scratch,raapia,We had walked,me,olimme raapineet,emme olleet raapineet
1739,scratch,raapia,You(plural/repectful) had walked,te,olitte raapineet,ette olleet raapineet
1740,scratch,raapia,They had walked,he,olivat raapineet,eivät olleet raapineet
1741,scratch,raapia,(passive) had walked,passiivi,oli raavittu,ei ollut raavittu
1742,english,raapiutua,I am walking,minä,raapiudun,en raapiudu
1743,english,raapiutua,you are walking,sinä,raapiudut,et raapiudu
1744,english,raapiutua,he/she is walking,hän,raapiutuu,ei raapiudu
1745,english,raapiutua,we are walking,me,raapiudumme,emme raapiudu
1746,english,raapiutua,you(plural/respectful) are walking,te,raapiudutte,ette raapiudu
1747,english,raapiutua,they are walking,he,raapiutuvat,eivät raapiudu
1748,english,raapiutua,(passive) walking,passiivi,raapiudutaan,ei raapiuduta
1749,english,raapiutua,I walked,minä,olen raapiutunut,en ole raapiutunut
1750,english,raapiutua,You walked,sinä,olet raapiutunut,et ole raapiutunut
1751,english,raapiutua,he/she walked,hän,on raapiutunut,ei ole raapiutunut
1752,english,raapiutua,we walked,me,olemme raapiutuneet,emme ole raapiutuneet
1753,english,raapiutua,you(plural/respectful) walked,te,olette raapiutuneet,ette ole raapiutuneet
1754,english,raapiutua,they walked,he,ovat raapiutuneet,eivät ole raapiutuneet
1755,english,raapiutua,(passive) walked,passiivi,on raapiuduttu,ei ole raapiuduttu
1756,english,raapiutua,I was walking,minä,raapiuduin,en raapiutunut
1757,english,raapiutua,You were walking,sinä,raapiuduit,et raapiutunut
1758,english,raapiutua,he/she was walking,hän,raapiutui,ei raapiutunut
1759,english,raapiutua,we were walking,me,raapiuduimme,emme raapiutuneet
1760,english,raapiutua,you(plural/respectful) were walking,te,raapiuduitte,ette raapiutuneet
1761,english,raapiutua,they were walking,he,raapiutuivat,eivät raapiutuneet
1762,english,raapiutua,(passive) were walking,passiivi,raapiuduttiin,ei raapiuduttu
1763,english,raapiutua,I had walked,minä,olin raapiutunut,en ollut raapiutunut
1764,english,raapiutua,You had walked,sinä,olit raapiutunut,et ollut raapiutunut
1765,english,raapiutua,He/she had walked,hän,oli raapiutunut,ei ollut raapiutunut
1766,english,raapiutua,We had walked,me,olimme raapiutuneet,emme olleet raapiutuneet
1767,english,raapiutua,You(plural/repectful) had walked,te,olitte raapiutuneet,ette olleet raapiutuneet
1768,english,raapiutua,They had walked,he,olivat raapiutuneet,eivät olleet raapiutuneet
1769,english,raapiutua,(passive) had walked,passiivi,oli raapiuduttu,ei ollut raapiuduttu
1770,scrawl,raapustaa,,,,
1771,scratch,raaputtaa,I am walking,minä,raaputan,en raaputa
1772,scratch,raaputtaa,you are walking,sinä,raaputat,et raaputa
1773,scratch,raaputtaa,he/she is walking,hän,raaputtaa,ei raaputa
1774,scratch,raaputtaa,we are walking,me,raaputamme,emme raaputa
1775,scratch,raaputtaa,you(plural/respectful) are walking,te,raaputatte,ette raaputa
1776,scratch,raaputtaa,they are walking,he,raaputtavat,eivät raaputa
1777,scratch,raaputtaa,(passive) walking,passiivi,raaputetaan,ei raaputeta
1778,scratch,raaputtaa,I walked,minä,olen raaputtanut,en ole raaputtanut
1779,scratch,raaputtaa,You walked,sinä,olet raaputtanut,et ole raaputtanut
1780,scratch,raaputtaa,he/she walked,hän,on raaputtanut,ei ole raaputtanut
1781,scratch,raaputtaa,we walked,me,olemme raaputtaneet,emme ole raaputtaneet
1782,scratch,raaputtaa,you(plural/respectful) walked,te,olette raaputtaneet,ette ole raaputtaneet
1783,scratch,raaputtaa,they walked,he,ovat raaputtaneet,eivät ole raaputtaneet
1784,scratch,raaputtaa,(passive) walked,passiivi,on raaputettu,ei ole raaputettu
1785,scratch,raaputtaa,I was walking,minä,raaputin,en raaputtanut
1786,scratch,raaputtaa,You were walking,sinä,raaputit,et raaputtanut
1787,scratch,raaputtaa,he/she was walking,hän,raaputti,ei raaputtanut
1788,scratch,raaputtaa,we were walking,me,raaputimme,emme raaputtaneet
1789,scratch,raaputtaa,you(plural/respectful) were walking,te,raaputitte,ette raaputtaneet
1790,scratch,raaputtaa,they were walking,he,raaputtivat,eivät raaputtaneet
1791,scratch,raaputtaa,(passive) were walking,passiivi,raaputettiin,ei raaputettu
1792,scratch,raaputtaa,I had walked,minä,olin raaputtanut,en ollut raaputtanut
1793,scratch,raaputtaa,You had walked,sinä,olit raaputtanut,et ollut raaputtanut
1794,scratch,raaputtaa,He/she had walked,hän,oli raaputtanut,ei ollut raaputtanut
1795,scratch,raaputtaa,We had walked,me,olimme raaputtaneet,emme olleet raaputtaneet
1796,scratch,raaputtaa,You(plural/repectful) had walked,te,olitte raaputtaneet,ette olleet raaputtaneet
1797,scratch,raaputtaa,They had walked,he,olivat raaputtaneet,eivät olleet raaputtaneet
1798,scratch,raaputtaa,(passive) had walked,passiivi,oli raaputettu,ei ollut raaputettu
1799,dare,raaskia,I am walking,minä,raaskin,en raaski
1800,dare,raaskia,you are walking,sinä,raaskit,et raaski
1801,dare,raaskia,he/she is walking,hän,raaskii,ei raaski
1802,dare,raaskia,we are walking,me,raaskimme,emme raaski
1803,dare,raaskia,you(plural/respectful) are walking,te,raaskitte,ette raaski
1804,dare,raaskia,they are walking,he,raaskivat,eivät raaski
1805,dare,raaskia,(passive) walking,passiivi,raaskitaan,ei raaskita
1806,dare,raaskia,I walked,minä,olen raaskinut,en ole raaskinut
1807,dare,raaskia,You walked,sinä,olet raaskinut,et ole raaskinut
1808,dare,raaskia,he/she walked,hän,on raaskinut,ei ole raaskinut
1809,dare,raaskia,we walked,me,olemme raaskineet,emme ole raaskineet
1810,dare,raaskia,you(plural/respectful) walked,te,olette raaskineet,ette ole raaskineet
1811,dare,raaskia,they walked,he,ovat raaskineet,eivät ole raaskineet
1812,dare,raaskia,(passive) walked,passiivi,on raaskittu,ei ole raaskittu
1813,dare,raaskia,I was walking,minä,raaskin,en raaskinut
1814,dare,raaskia,You were walking,sinä,raaskit,et raaskinut
1815,dare,raaskia,he/she was walking,hän,raaski,ei raaskinut
1816,dare,raaskia,we were walking,me,raaskimme,emme raaskineet
1817,dare,raaskia,you(plural/respectful) were walking,te,raaskitte,ette raaskineet
1818,dare,raaskia,they were walking,he,raaskivat,eivät raaskineet
1819,dare,raaskia,(passive) were walking,passiivi,raaskittiin,ei raaskittu
1820,dare,raaskia,I had walked,minä,olin raaskinut,en ollut raaskinut
1821,dare,raaskia,You had walked,sinä,olit raaskinut,et ollut raaskinut
1822,dare,raaskia,He/she had walked,hän,oli raaskinut,ei ollut raaskinut
1823,dare,raaskia,We had walked,me,olimme raaskineet,emme olleet raaskineet
1824,dare,raaskia,You(plural/repectful) had walked,te,olitte raaskineet,ette olleet raaskineet
1825,dare,raaskia,They had walked,he,olivat raaskineet,eivät olleet raaskineet
1826,dare,raaskia,(passive) had walked,passiivi,oli raaskittu,ei ollut raaskittu
1827,tear,raastaa,I am walking,minä,raastan,en raasta
1828,tear,raastaa,you are walking,sinä,raastat,et raasta
1829,tear,raastaa,he/she is walking,hän,raastaa,ei raasta
1830,tear,raastaa,we are walking,me,raastamme,emme raasta
1831,tear,raastaa,you(plural/respectful) are walking,te,raastatte,ette raasta
1832,tear,raastaa,they are walking,he,raastavat,eivät raasta
1833,tear,raastaa,(passive) walking,passiivi,raastetaan,ei raasteta
1834,tear,raastaa,I walked,minä,olen raastanut,en ole raastanut
1835,tear,raastaa,You walked,sinä,olet raastanut,et ole raastanut
1836,tear,raastaa,he/she walked,hän,on raastanut,ei ole raastanut
1837,tear,raastaa,we walked,me,olemme raastaneet,emme ole raastaneet
1838,tear,raastaa,you(plural/respectful) walked,te,olette raastaneet,ette ole raastaneet
1839,tear,raastaa,they walked,he,ovat raastaneet,eivät ole raastaneet
1840,tear,raastaa,(passive) walked,passiivi,on raastettu,ei ole raastettu
1841,tear,raastaa,I was walking,minä,raastoin,en raastanut
1842,tear,raastaa,You were walking,sinä,raastoit,et raastanut
1843,tear,raastaa,he/she was walking,hän,raastoi,ei raastanut
1844,tear,raastaa,we were walking,me,raastoimme,emme raastaneet
1845,tear,raastaa,you(plural/respectful) were walking,te,raastoitte,ette raastaneet
1846,tear,raastaa,they were walking,he,raastoivat,eivät raastaneet
1847,tear,raastaa,(passive) were walking,passiivi,raastettiin,ei raastettu
1848,tear,raastaa,I had walked,minä,olin raastanut,en ollut raastanut
1849,tear,raastaa,You had walked,sinä,olit raastanut,et ollut raastanut
1850,tear,raastaa,He/she had walked,hän,oli raastanut,ei ollut raastanut
1851,tear,raastaa,We had walked,me,olimme raastaneet,emme olleet raastaneet
1852,tear,raastaa,You(plural/repectful) had walked,te,olitte raastaneet,ette olleet raastaneet
1853,tear,raastaa,They had walked,he,olivat raastaneet,eivät olleet raastaneet
1854,tear,raastaa,(passive) had walked,passiivi,oli raastettu,ei ollut raastettu
1855,drudge,raataa,I am walking,minä,raadan,en raada
1856,drudge,raataa,you are walking,sinä,raadat,et raada
1857,drudge,raataa,he/she is walking,hän,raataa,ei raada
1858,drudge,raataa,we are walking,me,raadamme,emme raada
1859,drudge,raataa,you(plural/respectful) are walking,te,raadatte,ette raada
1860,drudge,raataa,they are walking,he,raatavat,eivät raada
1861,drudge,raataa,(passive) walking,passiivi,raadetaan,ei raadeta
1862,drudge,raataa,I walked,minä,olen raatanut,en ole raatanut
1863,drudge,raataa,You walked,sinä,olet raatanut,et ole raatanut
1864,drudge,raataa,he/she walked,hän,on raatanut,ei ole raatanut
1865,drudge,raataa,we walked,me,olemme raataneet,emme ole raataneet
1866,drudge,raataa,you(plural/respectful) walked,te,olette raataneet,ette ole raataneet
1867,drudge,raataa,they walked,he,ovat raataneet,eivät ole raataneet
1868,drudge,raataa,(passive) walked,passiivi,on raadettu,ei ole raadettu
1869,drudge,raataa,I was walking,minä,raadoin,en raatanut
1870,drudge,raataa,You were walking,sinä,raadoit,et raatanut
1871,drudge,raataa,he/she was walking,hän,raatoi,ei raatanut
1872,drudge,raataa,we were walking,me,raadoimme,emme raataneet
1873,drudge,raataa,you(plural/respectful) were walking,te,raadoitte,ette raataneet
1874,drudge,raataa,they were walking,he,raatoivat,eivät raataneet
1875,drudge,raataa,(passive) were walking,passiivi,raadettiin,ei raadettu
1876,drudge,raataa,I had walked,minä,olin raatanut,en ollut raatanut
1877,drudge,raataa,You had walked,sinä,olit raatanut,et ollut raatanut
1878,drudge,raataa,He/she had walked,hän,oli raatanut,ei ollut raatanut
1879,drudge,raataa,We had walked,me,olimme raataneet,emme olleet raataneet
1880,drudge,raataa,You(plural/repectful) had walked,te,olitte raataneet,ette olleet raataneet
1881,drudge,raataa,They had walked,he,olivat raataneet,eivät olleet raataneet
1882,drudge,raataa,(passive) had walked,passiivi,oli raadettu,ei ollut raadettu
1883,do,raatsia,,,,
1884,radicalize,radikaalistaa,,,,
1885,become radicalized,radikaalistua,I am walking,minä,radikaalistun,en radikaalistu
1886,become radicalized,radikaalistua,you are walking,sinä,radikaalistut,et radikaalistu
1887,become radicalized,radikaalistua,he/she is walking,hän,radikaalistuu,ei radikaalistu
1888,become radicalized,radikaalistua,we are walking,me,radikaalistumme,emme radikaalistu
1889,become radicalized,radikaalistua,you(plural/respectful) are walking,te,radikaalistutte,ette radikaalistu
1890,become radicalized,radikaalistua,they are walking,he,radikaalistuvat,eivät radikaalistu
1891,become radicalized,radikaalistua,(passive) walking,passiivi,radikaalistutaan,ei radikaalistuta
1892,become radicalized,radikaalistua,I walked,minä,olen radikaalistunut,en ole radikaalistunut
1893,become radicalized,radikaalistua,You walked,sinä,olet radikaalistunut,et ole radikaalistunut
1894,become radicalized,radikaalistua,he/she walked,hän,on radikaalistunut,ei ole radikaalistunut
1895,become radicalized,radikaalistua,we walked,me,olemme radikaalistuneet,emme ole radikaalistuneet
1896,become radicalized,radikaalistua,you(plural/respectful) walked,te,olette radikaalistuneet,ette ole radikaalistuneet
1897,become radicalized,radikaalistua,they walked,he,ovat radikaalistuneet,eivät ole radikaalistuneet
1898,become radicalized,radikaalistua,(passive) walked,passiivi,on radikaalistuttu,ei ole radikaalistuttu
1899,become radicalized,radikaalistua,I was walking,minä,radikaalistuin,en radikaalistunut
1900,become radicalized,radikaalistua,You were walking,sinä,radikaalistuit,et radikaalistunut
1901,become radicalized,radikaalistua,he/she was walking,hän,radikaalistui,ei radikaalistunut
1902,become radicalized,radikaalistua,we were walking,me,radikaalistuimme,emme radikaalistuneet
1903,become radicalized,radikaalistua,you(plural/respectful) were walking,te,radikaalistuitte,ette radikaalistuneet
1904,become radicalized,radikaalistua,they were walking,he,radikaalistuivat,eivät radikaalistuneet
1905,become radicalized,radikaalistua,(passive) were walking,passiivi,radikaalistuttiin,ei radikaalistuttu
1906,become radicalized,radikaalistua,I had walked,minä,olin radikaalistunut,en ollut radikaalistunut
1907,become radicalized,radikaalistua,You had walked,sinä,olit radikaalistunut,et ollut radikaalistunut
1908,become radicalized,radikaalistua,He/she had walked,hän,oli radikaalistunut,ei ollut radikaalistunut
1909,become radicalized,radikaalistua,We had walked,me,olimme radikaalistuneet,emme olleet radikaalistuneet
1910,become radicalized,radikaalistua,You(plural/repectful) had walked,te,olitte radikaalistuneet,ette olleet radikaalistuneet
1911,become radicalized,radikaalistua,They had walked,he,olivat radikaalistuneet,eivät olleet radikaalistuneet
1912,become radicalized,radikaalistua,(passive) had walked,passiivi,oli radikaalistuttu,ei ollut radikaalistuttu
1913,radicalize,radikalisoida,,,,
1914,be radicalized,radikalisoitua,I am walking,minä,radikalisoidun,en radikalisoidu
1915,be radicalized,radikalisoitua,you are walking,sinä,radikalisoidut,et radikalisoidu
1916,be radicalized,radikalisoitua,he/she is walking,hän,radikalisoituu,ei radikalisoidu
1917,be radicalized,radikalisoitua,we are walking,me,radikalisoidumme,emme radikalisoidu
1918,be radicalized,radikalisoitua,you(plural/respectful) are walking,te,radikalisoidutte,ette radikalisoidu
1919,be radicalized,radikalisoitua,they are walking,he,radikalisoituvat,eivät radikalisoidu
1920,be radicalized,radikalisoitua,(passive) walking,passiivi,radikalisoidutaan,ei radikalisoiduta
1921,be radicalized,radikalisoitua,I walked,minä,olen radikalisoitunut,en ole radikalisoitunut
1922,be radicalized,radikalisoitua,You walked,sinä,olet radikalisoitunut,et ole radikalisoitunut
1923,be radicalized,radikalisoitua,he/she walked,hän,on radikalisoitunut,ei ole radikalisoitunut
1924,be radicalized,radikalisoitua,we walked,me,olemme radikalisoituneet,emme ole radikalisoituneet
1925,be radicalized,radikalisoitua,you(plural/respectful) walked,te,olette radikalisoituneet,ette ole radikalisoituneet
1926,be radicalized,radikalisoitua,they walked,he,ovat radikalisoituneet,eivät ole radikalisoituneet
1927,be radicalized,radikalisoitua,(passive) walked,passiivi,on radikalisoiduttu,ei ole radikalisoiduttu
1928,be radicalized,radikalisoitua,I was walking,minä,radikalisoiduin,en radikalisoitunut
1929,be radicalized,radikalisoitua,You were walking,sinä,radikalisoiduit,et radikalisoitunut
1930,be radicalized,radikalisoitua,he/she was walking,hän,radikalisoitui,ei radikalisoitunut
1931,be radicalized,radikalisoitua,we were walking,me,radikalisoiduimme,emme radikalisoituneet
1932,be radicalized,radikalisoitua,you(plural/respectful) were walking,te,radikalisoiduitte,ette radikalisoituneet
1933,be radicalized,radikalisoitua,they were walking,he,radikalisoituivat,eivät radikalisoituneet
1934,be radicalized,radikalisoitua,(passive) were walking,passiivi,radikalisoiduttiin,ei radikalisoiduttu
1935,be radicalized,radikalisoitua,I had walked,minä,olin radikalisoitunut,en ollut radikalisoitunut
1936,be radicalized,radikalisoitua,You had walked,sinä,olit radikalisoitunut,et ollut radikalisoitunut
1937,be radicalized,radikalisoitua,He/she had walked,hän,oli radikalisoitunut,ei ollut radikalisoitunut
1938,be radicalized,radikalisoitua,We had walked,me,olimme radikalisoituneet,emme olleet radikalisoituneet
1939,be radicalized,radikalisoitua,You(plural/repectful) had walked,te,olitte radikalisoituneet,ette olleet radikalisoituneet
1940,be radicalized,radikalisoitua,They had walked,he,olivat radikalisoituneet,eivät olleet radikalisoituneet
1941,be radicalized,radikalisoitua,(passive) had walked,passiivi,oli radikalisoiduttu,ei ollut radikalisoiduttu
1942,radio,radioida,I am walking,minä,radioin,en radioi
1943,radio,radioida,you are walking,sinä,radioit,et radioi
1944,radio,radioida,he/she is walking,hän,radioi,ei radioi
1945,radio,radioida,we are walking,me,radioimme,emme radioi
1946,radio,radioida,you(plural/respectful) are walking,te,radioitte,ette radioi
1947,radio,radioida,they are walking,he,radioivat,eivät radioi
1948,radio,radioida,(passive) walking,passiivi,radioidaan,ei radioida
1949,radio,radioida,I walked,minä,olen radioinut,en ole radioinut
1950,radio,radioida,You walked,sinä,olet radioinut,et ole radioinut
1951,radio,radioida,he/she walked,hän,on radioinut,ei ole radioinut
1952,radio,radioida,we walked,me,olemme radioineet,emme ole radioineet
1953,radio,radioida,you(plural/respectful) walked,te,olette radioineet,ette ole radioineet
1954,radio,radioida,they walked,he,ovat radioineet,eivät ole radioineet
1955,radio,radioida,(passive) walked,passiivi,on radioitu,ei ole radioitu
1956,radio,radioida,I was walking,minä,radioin,en radioinut
1957,radio,radioida,You were walking,sinä,radioit,et radioinut
1958,radio,radioida,he/she was walking,hän,radioi,ei radioinut
1959,radio,radioida,we were walking,me,radioimme,emme radioineet
1960,radio,radioida,you(plural/respectful) were walking,te,radioitte,ette radioineet
1961,radio,radioida,they were walking,he,radioivat,eivät radioineet
1962,radio,radioida,(passive) were walking,passiivi,radioitiin,ei radioitu
1963,radio,radioida,I had walked,minä,olin radioinut,en ollut radioinut
1964,radio,radioida,You had walked,sinä,olit radioinut,et ollut radioinut
1965,radio,radioida,He/she had walked,hän,oli radioinut,ei ollut radioinut
1966,radio,radioida,We had walked,me,olimme radioineet,emme olleet radioineet
1967,radio,radioida,You(plural/repectful) had walked,te,olitte radioineet,ette olleet radioineet
1968,radio,radioida,They had walked,he,olivat radioineet,eivät olleet radioineet
1969,radio,radioida,(passive) had walked,passiivi,oli radioitu,ei ollut radioitu
1970,refine,raffinoida,I am walking,minä,raffinoin,en raffinoi
1971,refine,raffinoida,you are walking,sinä,raffinoit,et raffinoi
1972,refine,raffinoida,he/she is walking,hän,raffinoi,ei raffinoi
1973,refine,raffinoida,we are walking,me,raffinoimme,emme raffinoi
1974,refine,raffinoida,you(plural/respectful) are walking,te,raffinoitte,ette raffinoi
1975,refine,raffinoida,they are walking,he,raffinoivat,eivät raffinoi
1976,refine,raffinoida,(passive) walking,passiivi,raffinoidaan,ei raffinoida
1977,refine,raffinoida,I walked,minä,olen raffinoinut,en ole raffinoinut
1978,refine,raffinoida,You walked,sinä,olet raffinoinut,et ole raffinoinut
1979,refine,raffinoida,he/she walked,hän,on raffinoinut,ei ole raffinoinut
1980,refine,raffinoida,we walked,me,olemme raffinoineet,emme ole raffinoineet
1981,refine,raffinoida,you(plural/respectful) walked,te,olette raffinoineet,ette ole raffinoineet
1982,refine,raffinoida,they walked,he,ovat raffinoineet,eivät ole raffinoineet
1983,refine,raffinoida,(passive) walked,passiivi,on raffinoitu,ei ole raffinoitu
1984,refine,raffinoida,I was walking,minä,raffinoin,en raffinoinut
1985,refine,raffinoida,You were walking,sinä,raffinoit,et raffinoinut
1986,refine,raffinoida,he/she was walking,hän,raffinoi,ei raffinoinut
1987,refine,raffinoida,we were walking,me,raffinoimme,emme raffinoineet
1988,refine,raffinoida,you(plural/respectful) were walking,te,raffinoitte,ette raffinoineet
1989,refine,raffinoida,they were walking,he,raffinoivat,eivät raffinoineet
